date,region,reason
2022-05-10,Hyderabad,Economy
2018-09-06,Delhi,Health
2019-09-12,Hyderabad,Economy
2022-04-22,Delhi,Social Issues
2018-09-14,Kolkata,Social Issues
2017-05-25,Bangalore,Economy
2014-02-21,Mumbai,Natural Calamity
2009-03-28,Mumbai,Economy
2018-05-04,Delhi,Economy
2021-04-09,Delhi,Economy
2021-03-10,Ahmedabad,Health
2020-12-26,Delhi,Economy
2023-04-21,Delhi,Election
2014-06-12,Mumbai,Natural Calamity
2020-10-22,Hyderabad,Election
2018-08-06,Delhi,Election
2021-03-14,Hyderabad,Natural Calamity
2021-01-15,Bangalore,Election
2023-01-22,Mumbai,Natural Calamity
2019-09-25,Hyderabad,Economy
2019-08-16,Bangalore,Social Issues
2022-06-02,Mumbai,Economy
2018-11-03,Hyderabad,Health
2023-04-12,Kolkata,Economy
2018-08-23,Kolkata,Social Issues
2022-06-01,Mumbai,Health
2022-08-27,Ahmedabad,Health
2020-11-17,Kolkata,Natural Calamity
2022-03-05,Delhi,Election
2021-11-10,Delhi,Health
2020-06-10,Pune,Natural Calamity
2021-08-01,Delhi,Social Issues
2022-01-22,Mumbai,Health
2020-05-13,Pune,Health
2021-01-22,Pune,Natural Calamity
2017-03-18,Kolkata,Economy
2020-06-01,Delhi,Health
2021-09-30,Lucknow,Health
2021-09-12,Hyderabad,Economy
2020-09-20,Mumbai,Health
2020-08-24,Bangalore,Social Issues
2018-02-09,Delhi,Social Issues
1971-07-24,Bangalore,Natural Calamity
2022-10-09,Mumbai,Economy
2022-04-05,Hyderabad,Economy
2019-10-13,Mumbai,Economy
2022-04-27,Hyderabad,Economy
2020-10-21,Jaipur,Election
2022-03-25,Bangalore,Economy
2020-02-29,Mumbai,Natural Calamity
2022-04-14,Hyderabad,Health
2022-05-01,Bangalore,Economy
2020-08-04,Bangalore,Election
2017-08-28,Delhi,Health
2021-04-24,Delhi,Economy
2020-12-19,Mumbai,Health
2021-05-05,Delhi,Election
2018-04-03,Delhi,Economy
2020-03-18,Ahmedabad,Natural Calamity
2021-02-25,Bangalore,Health
2020-02-27,Pune,Natural Calamity
2022-01-24,Hyderabad,Economy
2022-10-21,Hyderabad,Election
2022-03-29,Bangalore,Health
2016-09-15,Delhi,Economy
2020-06-24,Mumbai,Health
2021-04-06,Mumbai,Economy
2020-05-14,Delhi,Economy
2020-12-28,Hyderabad,Economy
2019-02-11,Delhi,Health
2018-04-01,Delhi,Social Issues
2022-07-28,Delhi,Economy
2021-04-26,Pune,Economy
2020-03-02,Ahmedabad,Social Issues
2018-07-04,Delhi,Health
2021-01-15,Delhi,Health
2020-01-10,Kolkata,Social Issues
2021-05-25,Hyderabad,Economy
2021-06-06,Delhi,Economy
2020-01-08,Bangalore,Natural Calamity
2016-06-28,Mumbai,Election
2021-06-12,Lucknow,Economy
2016-09-08,Pune,Natural Calamity
2021-08-31,Kolkata,Economy
2017-03-27,Bangalore,Election
1964-03-08,Mumbai,Health
2020-12-12,Ahmedabad,Economy
2023-04-14,Bangalore,Economy
2021-05-17,Bangalore,Economy
2023-01-25,Kolkata,Economy
2022-07-03,Mumbai,Natural Calamity
2021-01-12,Delhi,Economy
2021-01-18,Hyderabad,Social Issues
2020-09-03,Bangalore,Economy
2018-09-14,Kolkata,Election
2020-06-17,Mumbai,Election
2021-06-20,Mumbai,Social Issues
2018-07-29,Pune,Natural Calamity
2021-01-23,Mumbai,Election
2020-06-06,Delhi,Health
2020-01-12,Bangalore,Economy
2011-07-07,Delhi,Social Issues
2020-02-10,Hyderabad,Social Issues
2020-11-28,Delhi,Health
1990-12-20,Chennai,Social Issues
1981-03-19,Delhi,Economy
2020-03-19,Delhi,Economy
2014-05-01,Ahmedabad,Economy
2020-01-09,Bangalore,Election
2022-03-20,Delhi,Social Issues
2020-07-15,Delhi,Election
2020-08-25,Bangalore,Economy
1919-11-11,Hyderabad,Economy
2021-02-24,Delhi,Economy
2022-02-25,Chennai,Economy
2021-12-21,Bangalore,Economy
2020-09-23,Mumbai,Natural Calamity
2021-06-26,Bangalore,Health
2022-04-02,Mumbai,Natural Calamity
2019-04-25,Mumbai,Election
2021-06-06,Mumbai,Economy
2020-09-21,Delhi,Health
2020-04-03,Mumbai,Economy
2021-04-02,Delhi,Health
2021-04-13,Kolkata,Natural Calamity
2017-02-20,Pune,Social Issues
2020-02-04,Delhi,Health
2023-01-25,Mumbai,Social Issues
2018-06-12,Mumbai,Health
2021-01-01,Bangalore,Economy
2022-05-20,Mumbai,Health
2020-01-07,Kolkata,Health
2020-05-18,Delhi,Election
2020-10-28,Delhi,Natural Calamity
2020-05-20,Delhi,Economy
2020-05-09,Pune,Natural Calamity
2021-06-01,Bangalore,Election
1992-09-30,Delhi,Health
2020-03-10,Delhi,Economy
2021-01-06,Hyderabad,Economy
2019-03-14,Delhi,Economy
2020-05-10,Bangalore,Economy
1982-07-06,Mumbai,Social Issues
2020-12-29,Mumbai,Health
2018-08-31,Delhi,Economy
2022-03-13,Chennai,Economy
2018-05-23,Delhi,Natural Calamity
2021-02-20,Mumbai,Economy
2020-07-15,Mumbai,Election
2018-03-20,Delhi,Economy
2021-06-11,Ahmedabad,Natural Calamity
2019-04-01,Mumbai,Social Issues
2017-04-28,Bangalore,Natural Calamity
2021-01-05,Delhi,Economy
2019-07-07,Hyderabad,Election
2021-06-16,Delhi,Economy
2020-05-04,Delhi,Economy
2021-10-28,Mumbai,Economy
1986-01-10,Delhi,Economy
2018-10-24,Delhi,Natural Calamity
2018-12-21,Mumbai,Election
2020-02-12,Pune,Natural Calamity
2021-12-22,Mumbai,Economy
2017-06-09,Bangalore,Natural Calamity
2020-10-27,Pune,Economy
2023-01-14,Mumbai,Social Issues
2021-06-10,Hyderabad,Natural Calamity
2021-04-23,Delhi,Election
2021-03-31,Hyderabad,Health
2022-11-06,Delhi,Health
2021-02-04,Ahmedabad,Election
2022-04-01,Mumbai,Economy
2015-06-28,Delhi,Natural Calamity
2020-06-17,Hyderabad,Election
2018-02-01,Delhi,Economy
2019-01-26,Delhi,Election
1999-11-06,Lucknow,Economy
2021-10-16,Mumbai,Election
2021-03-28,Delhi,Election
2020-05-15,Pune,Natural Calamity
2018-08-16,Mumbai,Health
2022-03-20,Jaipur,Natural Calamity
2021-05-28,Delhi,Natural Calamity
2022-04-12,Delhi,Health
2015-07-28,Delhi,Economy
2021-06-23,Hyderabad,Economy
2022-07-28,Pune,Natural Calamity
2022-03-21,Mumbai,Election
2017-01-06,Delhi,Economy
2023-01-31,Bangalore,Natural Calamity
2020-03-16,Delhi,Health
2021-07-28,Delhi,Social Issues
2019-08-22,Mumbai,Natural Calamity
2022-11-01,Delhi,Economy
2018-11-23,Kolkata,Economy
2018-11-06,Hyderabad,Health
2020-12-27,Delhi,Health
2021-12-05,Lucknow,Economy
2018-06-15,Mumbai,Election
2019-06-28,Bangalore,Natural Calamity
2022-06-21,Mumbai,Health
2022-04-07,Kolkata,Economy
2020-09-11,Mumbai,Health
2020-06-09,Kolkata,Election
2020-07-10,Bangalore,Social Issues
2020-06-20,Mumbai,Economy
2020-10-22,Mumbai,Health
2020-05-22,Mumbai,Economy
2021-10-01,Delhi,Economy
2020-10-19,Mumbai,Social Issues
2020-06-18,Mumbai,Economy
2022-02-26,Delhi,Economy
2020-09-04,Mumbai,Social Issues
2021-01-22,Bangalore,Election
2017-11-11,Chennai,Health
2021-11-09,Mumbai,Economy
2020-09-25,Pune,Economy
2021-01-08,Delhi,Economy
2021-08-19,Bangalore,Economy
2021-06-24,Mumbai,Economy
1989-07-15,Mumbai,Social Issues
2020-04-24,Delhi,Health
2021-02-18,Mumbai,Social Issues
2020-12-16,Delhi,Election
2022-04-24,Delhi,Election
2014-02-16,Bangalore,Social Issues
2020-02-19,Delhi,Economy
2021-03-09,Delhi,Health
2021-11-18,Delhi,Health
2020-09-02,Hyderabad,Economy
2020-01-24,Delhi,Economy
2014-06-22,Delhi,Economy
2020-04-21,Hyderabad,Health
2022-04-27,Mumbai,Economy
2021-08-04,Ahmedabad,Economy
2022-04-24,Kolkata,Natural Calamity
2022-02-15,Bangalore,Health
1995-11-01,Mumbai,Health
2022-05-10,Kolkata,Social Issues
1969-08-02,Mumbai,Social Issues
2023-01-26,Mumbai,Natural Calamity
2022-05-13,Delhi,Economy
2018-09-23,Pune,Health
2016-06-01,Hyderabad,Economy
2021-04-22,Delhi,Economy
2020-04-27,Mumbai,Social Issues
1947-07-16,Delhi,Economy
1999-03-18,Delhi,Economy
2020-04-14,Delhi,Health
2020-02-06,Pune,Natural Calamity
2022-04-10,Delhi,Health
2021-07-06,Delhi,Economy
2020-11-19,Bangalore,Economy
2019-11-17,Pune,Natural Calamity
2018-03-10,Bangalore,Economy
2018-07-24,Delhi,Election
1995-10-13,Mumbai,Economy
2023-02-21,Kolkata,Economy
2020-03-11,Mumbai,Health
2019-05-09,Chennai,Election
2019-05-09,Bangalore,Social Issues
2020-12-14,Lucknow,Social Issues
1977-01-01,Bangalore,Social Issues
2020-04-26,Mumbai,Natural Calamity
2017-01-29,Mumbai,Health
2019-09-06,Delhi,Economy
2015-05-12,Delhi,Natural Calamity
2020-10-11,Hyderabad,Health
2020-02-12,Delhi,Economy
2020-04-12,Delhi,Election
2022-05-16,Delhi,Election
2022-03-13,Delhi,Health
2020-05-12,Mumbai,Economy
2020-08-20,Pune,Natural Calamity
2020-08-02,Mumbai,Economy
2021-07-06,Mumbai,Election
2018-01-22,Mumbai,Economy
2017-09-17,Bangalore,Economy
2019-08-09,Bangalore,Natural Calamity
2019-03-24,Delhi,Natural Calamity
2022-04-08,Mumbai,Health
2020-01-31,Mumbai,Social Issues
2022-05-16,Lucknow,Election
2018-11-24,Mumbai,Election
1997-09-21,Mumbai,Social Issues
2021-01-02,Delhi,Health
2020-02-28,Mumbai,Natural Calamity
2021-01-19,Ahmedabad,Economy
2022-12-13,Delhi,Economy
2012-06-22,Mumbai,Natural Calamity
2019-07-31,Hyderabad,Election
2021-03-06,Hyderabad,Health
2022-03-21,Delhi,Social Issues
1999-03-20,Mumbai,Social Issues
2020-02-04,Delhi,Social Issues
2017-08-01,Mumbai,Economy
2021-08-21,Delhi,Election
2021-02-04,Ahmedabad,Economy
1999-05-21,Hyderabad,Social Issues
2019-10-19,Delhi,Economy
2020-06-12,Mumbai,Natural Calamity
2020-04-11,Bangalore,Natural Calamity
2020-04-22,Delhi,Election
2021-12-11,Delhi,Economy
2021-05-09,Chennai,Economy
2019-03-13,Mumbai,Economy
1971-01-19,Delhi,Social Issues
2020-02-25,Delhi,Economy
2021-03-05,Bangalore,Natural Calamity
2017-04-26,Hyderabad,Economy
2020-01-28,Delhi,Health
2020-03-24,Pune,Economy
2021-05-29,Mumbai,Natural Calamity
2021-06-08,Mumbai,Natural Calamity
1995-05-23,Delhi,Social Issues
2020-12-15,Delhi,Economy
2021-08-11,Hyderabad,Election
2020-04-21,Mumbai,Economy
2022-02-14,Bangalore,Natural Calamity
2015-04-07,Mumbai,Economy
2021-08-13,Delhi,Economy
2022-01-12,Delhi,Health
1937-04-17,Mumbai,Natural Calamity
2019-03-01,Mumbai,Economy
2017-11-14,Hyderabad,Social Issues
2018-09-18,Mumbai,Natural Calamity
2020-10-06,Delhi,Social Issues
2021-01-18,Mumbai,Natural Calamity
2021-09-24,Delhi,Natural Calamity
1931-01-24,Delhi,Economy
2019-06-16,Hyderabad,Economy
2020-11-01,Lucknow,Natural Calamity
2022-08-11,Delhi,Social Issues
2022-04-20,Mumbai,Election
2019-04-25,Hyderabad,Health
2020-04-20,Delhi,Natural Calamity
2016-03-24,Delhi,Natural Calamity
1994-07-16,Hyderabad,Social Issues
2020-10-16,Bangalore,Health
2014-05-28,Mumbai,Economy
2021-12-03,Ahmedabad,Health
2021-11-25,Delhi,Election
2020-07-11,Delhi,Economy
2017-07-12,Hyderabad,Election
2021-01-01,Delhi,Economy
2019-04-11,Hyderabad,Economy
2020-01-21,Chennai,Social Issues
2017-12-28,Lucknow,Economy
2019-05-26,Chennai,Economy
2021-02-11,Delhi,Election
2023-01-11,Mumbai,Economy
2022-06-15,Bangalore,Social Issues
2020-01-04,Bangalore,Economy
2020-07-11,Mumbai,Health
2018-11-02,Mumbai,Natural Calamity
2022-07-15,Chennai,Health
2021-10-09,Delhi,Election
2020-06-01,Hyderabad,Social Issues
2020-06-19,Pune,Election
2015-07-10,Pune,Health
2021-04-14,Delhi,Economy
2021-11-19,Chennai,Health
2019-06-14,Delhi,Social Issues
2018-01-02,Delhi,Economy
2018-04-07,Hyderabad,Natural Calamity
2021-02-21,Delhi,Social Issues
2020-01-01,Mumbai,Health
1971-01-30,Lucknow,Social Issues
1967-09-29,Bangalore,Election
2019-04-06,Delhi,Economy
2022-03-21,Delhi,Economy
2020-02-27,Hyderabad,Economy
2022-01-21,Mumbai,Election
2019-03-08,Mumbai,Social Issues
2020-08-13,Pune,Health
2020-01-30,Ahmedabad,Natural Calamity
2021-06-05,Delhi,Social Issues
2019-06-14,Pune,Economy
2022-11-13,Jaipur,Natural Calamity
2020-04-20,Bangalore,Natural Calamity
2021-03-25,Hyderabad,Economy
2022-06-19,Kolkata,Economy
2021-04-19,Delhi,Social Issues
2022-03-07,Mumbai,Health
2014-07-16,Delhi,Social Issues
2021-09-04,Bangalore,Health
2022-04-05,Bangalore,Election
2018-05-17,Mumbai,Economy
2022-09-23,Hyderabad,Economy
2018-01-01,Chennai,Election
2020-08-21,Delhi,Natural Calamity
2014-09-12,Pune,Health
2017-10-16,Mumbai,Health
2020-06-19,Lucknow,Health
2020-08-21,Mumbai,Natural Calamity
2021-05-14,Pune,Election
2022-03-19,Delhi,Economy
2021-09-27,Pune,Health
2020-01-29,Bangalore,Social Issues
2020-06-25,Hyderabad,Economy
2021-06-29,Delhi,Election
2021-01-28,Chennai,Health
2020-05-21,Delhi,Health
2021-09-06,Delhi,Social Issues
2020-08-14,Lucknow,Election
2018-07-13,Chennai,Economy
1925-12-28,Delhi,Economy
2022-04-07,Lucknow,Social Issues
2022-11-17,Bangalore,Economy
2021-07-08,Pune,Social Issues
2017-08-08,Delhi,Economy
2018-07-29,Mumbai,Economy
2021-01-24,Hyderabad,Social Issues
2020-06-08,Pune,Election
2022-01-25,Delhi,Economy
2019-08-08,Pune,Health
2022-04-05,Chennai,Economy
1995-04-20,Bangalore,Natural Calamity
2020-06-09,Mumbai,Natural Calamity
2021-08-26,Kolkata,Natural Calamity
2020-05-08,Mumbai,Natural Calamity
2020-08-13,Chennai,Social Issues
2021-06-01,Mumbai,Health
2020-06-21,Delhi,Economy
2019-09-14,Ahmedabad,Health
2020-12-06,Pune,Economy
2022-06-20,Bangalore,Health
2020-02-02,Mumbai,Election
2020-05-12,Delhi,Economy
2020-07-25,Delhi,Election
2021-02-13,Delhi,Economy
2020-09-12,Mumbai,Health
2017-05-05,Delhi,Economy
1977-11-27,Pune,Economy
2021-09-20,Hyderabad,Health
2021-01-14,Kolkata,Health
2020-07-28,Delhi,Health
2020-03-18,Bangalore,Election
2020-07-28,Mumbai,Economy
2021-02-28,Delhi,Natural Calamity
2020-06-24,Delhi,Health
2020-01-21,Mumbai,Election
2020-01-04,Delhi,Social Issues
1973-01-18,Delhi,Health
2021-01-10,Bangalore,Economy
1970-01-01,Mumbai,Economy
2022-03-10,Bangalore,Election
2020-10-06,Delhi,Social Issues
2017-01-11,Delhi,Election
2022-01-31,Delhi,Economy
2020-01-15,Mumbai,Economy
2022-08-27,Bangalore,Social Issues
2021-06-13,Hyderabad,Economy
1981-09-06,Delhi,Economy
2021-09-11,Lucknow,Health
2021-05-05,Mumbai,Economy
1998-09-06,Mumbai,Social Issues
2020-07-01,Hyderabad,Natural Calamity
1997-10-14,Delhi,Social Issues
2022-03-18,Ahmedabad,Economy
1998-05-29,Mumbai,Economy
2022-08-02,Bangalore,Social Issues
2021-11-27,Delhi,Economy
2020-05-16,Chennai,Economy
2020-12-27,Delhi,Health
2019-05-23,Delhi,Economy
2021-03-13,Delhi,Social Issues
2022-08-26,Kolkata,Economy
2019-04-08,Bangalore,Economy
2020-05-21,Pune,Natural Calamity
2022-03-28,Ahmedabad,Social Issues
2021-01-22,Delhi,Natural Calamity
2022-07-20,Delhi,Election
2020-03-28,Mumbai,Health
2022-02-10,Mumbai,Natural Calamity
2019-07-19,Delhi,Economy
2021-02-22,Hyderabad,Election
2019-03-12,Delhi,Election
2015-11-17,Ahmedabad,Election
2019-01-11,Mumbai,Social Issues
2019-11-22,Delhi,Natural Calamity
2021-10-03,Hyderabad,Natural Calamity
2020-05-29,Delhi,Social Issues
2021-11-03,Hyderabad,Election
2021-11-12,Bangalore,Election
2021-04-25,Delhi,Economy
1998-05-01,Delhi,Election
2021-04-19,Delhi,Social Issues
2018-04-15,Delhi,Natural Calamity
2021-04-19,Delhi,Economy
2022-05-19,Mumbai,Election
2020-08-27,Mumbai,Health
2020-03-19,Bangalore,Natural Calamity
2019-06-25,Delhi,Election
2022-06-17,Chennai,Election
2018-06-11,Bangalore,Economy
2020-08-15,Delhi,Health
2020-01-14,Kolkata,Economy
2021-04-06,Delhi,Economy
2017-09-18,Kolkata,Economy
2021-09-16,Hyderabad,Health
2022-06-22,Delhi,Natural Calamity
2019-01-19,Mumbai,Economy
1947-08-15,Bangalore,Election
2020-10-15,Mumbai,Economy
2019-02-02,Mumbai,Health
2020-01-18,Delhi,Election
2021-05-15,Chennai,Natural Calamity
2019-08-12,Ahmedabad,Health
2021-09-06,Hyderabad,Economy
2018-12-09,Chennai,Health
2019-11-20,Mumbai,Election
2020-07-21,Delhi,Economy
2014-04-20,Mumbai,Health
2019-01-25,Hyderabad,Health
2021-03-09,Delhi,Health
2021-11-19,Delhi,Natural Calamity
2022-01-21,Mumbai,Economy
2020-08-24,Delhi,Election
2022-06-23,Bangalore,Economy
2021-09-21,Mumbai,Health
2020-04-11,Bangalore,Health
2020-07-01,Delhi,Election
2022-02-10,Ahmedabad,Election
2021-11-16,Mumbai,Social Issues
1977-01-26,Mumbai,Economy
2022-01-28,Delhi,Election
2021-05-08,Delhi,Economy
2021-08-29,Delhi,Economy
2020-10-18,Mumbai,Health
2021-08-11,Delhi,Natural Calamity
2021-06-22,Mumbai,Election
2020-12-04,Ahmedabad,Health
2021-06-26,Delhi,Social Issues
2021-12-04,Lucknow,Economy
2021-07-01,Ahmedabad,Election
2019-08-07,Bangalore,Economy
2021-07-13,Delhi,Election
2022-03-21,Chennai,Election
2020-12-14,Mumbai,Natural Calamity
2022-01-21,Delhi,Economy
2020-06-28,Delhi,Election
2021-01-12,Lucknow,Economy
2020-09-14,Bangalore,Election
2020-07-07,Delhi,Election
2020-10-24,Delhi,Election
2021-06-04,Delhi,Economy
2021-02-18,Kolkata,Natural Calamity
2020-11-10,Delhi,Economy
2022-07-02,Hyderabad,Health
2015-03-24,Delhi,Social Issues
2017-07-12,Delhi,Economy
2016-12-07,Delhi,Social Issues
2020-07-29,Pune,Natural Calamity
2021-03-19,Chennai,Health
2019-07-16,Hyderabad,Social Issues
2020-03-05,Chennai,Economy
2021-12-28,Delhi,Natural Calamity
2020-03-12,Mumbai,Economy
2018-05-08,Mumbai,Economy
2022-03-23,Delhi,Natural Calamity
2022-01-26,Delhi,Election
2020-05-17,Kolkata,Election
2016-07-07,Delhi,Economy
2021-07-26,Pune,Health
2015-09-03,Mumbai,Natural Calamity
2022-03-06,Mumbai,Economy
2020-01-27,Delhi,Health
2021-01-29,Hyderabad,Economy
2019-04-30,Mumbai,Economy
2020-10-01,Delhi,Economy
2021-03-11,Kolkata,Economy
2020-09-18,Ahmedabad,Economy
2020-05-29,Mumbai,Social Issues
2021-12-16,Bangalore,Economy
2021-06-28,Delhi,Economy
2016-08-07,Lucknow,Election
2019-05-01,Bangalore,Natural Calamity
2020-11-11,Delhi,Economy
2021-01-10,Mumbai,Economy
2020-08-19,Bangalore,Social Issues
2020-04-08,Delhi,Economy
2016-10-23,Ahmedabad,Economy
2022-05-15,Delhi,Economy
2021-03-11,Bangalore,Health
2020-05-27,Delhi,Natural Calamity
2020-07-13,Kolkata,Social Issues
2021-05-10,Delhi,Health
2020-10-26,Delhi,Economy
2022-11-08,Delhi,Natural Calamity
2021-05-30,Mumbai,Social Issues
1992-01-21,Chennai,Economy
2019-07-13,Delhi,Natural Calamity
2022-01-06,Ahmedabad,Natural Calamity
2020-04-02,Delhi,Natural Calamity
2022-06-05,Delhi,Social Issues
2022-07-21,Delhi,Election
1910-03-19,Delhi,Election
2018-06-23,Ahmedabad,Economy
2022-06-29,Delhi,Natural Calamity
2022-07-16,Bangalore,Social Issues
2021-11-01,Delhi,Health
2019-06-05,Kolkata,Natural Calamity
2022-03-06,Mumbai,Economy
2020-08-13,Delhi,Health
1998-11-25,Hyderabad,Natural Calamity
2022-02-18,Hyderabad,Social Issues
2021-05-05,Bangalore,Social Issues
2022-03-14,Delhi,Economy
2021-05-04,Delhi,Economy
2020-01-17,Ahmedabad,Economy
1992-04-10,Pune,Health
2019-09-16,Delhi,Economy
2021-07-06,Mumbai,Election
2020-05-25,Mumbai,Economy
2022-02-04,Mumbai,Election
2022-01-28,Delhi,Economy
2020-03-19,Delhi,Economy
2022-01-20,Mumbai,Social Issues
2020-11-19,Delhi,Election
2020-08-13,Delhi,Social Issues
2021-11-10,Mumbai,Economy
2021-11-19,Jaipur,Economy
2021-11-03,Bangalore,Economy
2022-03-23,Delhi,Economy
2022-03-23,Delhi,Health
2021-07-02,Delhi,Health
2021-07-28,Delhi,Economy
2019-03-15,Ahmedabad,Economy
2022-05-06,Jaipur,Economy
2020-04-07,Chennai,Economy
1927-07-21,Delhi,Social Issues
2018-01-28,Bangalore,Economy
2021-01-29,Mumbai,Health
2019-07-31,Mumbai,Economy
2021-03-17,Mumbai,Economy
2021-01-28,Delhi,Health
2020-09-02,Hyderabad,Economy
2021-04-12,Delhi,Social Issues
2017-06-16,Delhi,Health
2018-05-10,Mumbai,Economy
2022-02-10,Bangalore,Economy
2019-04-08,Chennai,Election
2022-07-03,Delhi,Natural Calamity
1994-03-02,Bangalore,Health
2021-10-27,Delhi,Economy
2021-07-16,Bangalore,Health
2021-05-19,Ahmedabad,Natural Calamity
2013-08-26,Delhi,Health
2021-01-13,Chennai,Health
2021-02-17,Mumbai,Economy
2022-11-05,Ahmedabad,Natural Calamity
2021-07-17,Kolkata,Social Issues
2020-11-22,Delhi,Natural Calamity
2020-11-18,Delhi,Election
2020-01-13,Kolkata,Health
2020-05-12,Mumbai,Economy
2021-08-25,Delhi,Social Issues
2021-07-28,Mumbai,Economy
2021-05-05,Mumbai,Election
2021-12-16,Bangalore,Election
2017-10-16,Delhi,Natural Calamity
2022-01-14,Hyderabad,Economy
2020-04-20,Mumbai,Election
2021-11-04,Pune,Economy
2020-04-29,Mumbai,Social Issues
2016-07-13,Mumbai,Natural Calamity
2022-06-03,Mumbai,Election
2021-01-11,Delhi,Economy
1931-07-19,Delhi,Natural Calamity
2020-03-10,Delhi,Economy
2020-01-01,Delhi,Health
2019-08-12,Delhi,Election
2020-07-26,Ahmedabad,Economy
2022-10-10,Mumbai,Election
2019-09-16,Delhi,Natural Calamity
2020-03-11,Delhi,Natural Calamity
2021-09-01,Delhi,Election
2020-05-20,Delhi,Social Issues
2021-03-10,Delhi,Election
2018-07-31,Kolkata,Election
2020-07-27,Bangalore,Natural Calamity
2022-01-07,Hyderabad,Economy
2018-05-04,Mumbai,Natural Calamity
2020-04-09,Hyderabad,Health
2022-09-05,Bangalore,Health
2018-08-12,Delhi,Economy
2019-09-10,Delhi,Natural Calamity
2017-03-11,Mumbai,Economy
2021-11-04,Mumbai,Natural Calamity
2019-01-15,Delhi,Economy
2022-04-10,Kolkata,Economy
2022-06-07,Jaipur,Economy
2020-10-26,Mumbai,Natural Calamity
2021-08-11,Pune,Social Issues
2020-04-26,Mumbai,Health
2018-05-18,Kolkata,Health
2019-12-12,Pune,Economy
2021-02-27,Mumbai,Economy
1999-01-03,Ahmedabad,Economy
2020-04-24,Pune,Economy
2021-07-01,Delhi,Natural Calamity
2006-08-09,Kolkata,Economy
2020-03-18,Delhi,Natural Calamity
2019-12-18,Mumbai,Health
2009-08-10,Mumbai,Health
2021-02-02,Kolkata,Election
2022-02-20,Hyderabad,Health
2017-02-14,Delhi,Economy
2021-09-23,Delhi,Social Issues
2022-04-25,Kolkata,Natural Calamity
2019-04-24,Delhi,Natural Calamity
2020-08-23,Delhi,Natural Calamity
2021-06-16,Bangalore,Health
2018-06-25,Pune,Health
2018-01-26,Pune,Economy
2019-10-09,Delhi,Economy
2021-01-16,Mumbai,Economy
2021-01-23,Kolkata,Natural Calamity
2021-08-01,Pune,Natural Calamity
2021-10-17,Kolkata,Natural Calamity
2020-08-06,Bangalore,Economy
2022-05-20,Delhi,Election
2019-06-04,Mumbai,Economy
2021-01-05,Mumbai,Economy
2020-08-10,Ahmedabad,Social Issues
2020-04-07,Delhi,Economy
2014-03-31,Delhi,Natural Calamity
2018-04-27,Ahmedabad,Health
1991-02-23,Ahmedabad,Natural Calamity
2019-09-16,Mumbai,Economy
2021-02-23,Mumbai,Election
2020-12-01,Ahmedabad,Election
2020-05-26,Kolkata,Social Issues
2020-12-27,Mumbai,Economy
2022-05-22,Delhi,Health
2021-07-25,Hyderabad,Health
2020-06-18,Ahmedabad,Economy
2020-02-17,Bangalore,Social Issues
2021-06-14,Mumbai,Economy
2020-12-01,Mumbai,Natural Calamity
2020-12-23,Mumbai,Economy
2021-10-10,Hyderabad,Economy
2023-03-05,Ahmedabad,Social Issues
2022-06-10,Delhi,Health
2022-08-01,Hyderabad,Economy
2020-04-09,Mumbai,Economy
2022-01-12,Delhi,Election
2022-07-28,Delhi,Natural Calamity
2018-03-01,Mumbai,Social Issues
2022-05-18,Ahmedabad,Economy
2022-07-14,Mumbai,Health
2019-08-01,Mumbai,Social Issues
2022-12-17,Delhi,Natural Calamity
2019-12-19,Delhi,Election
2020-03-16,Hyderabad,Social Issues
2020-09-07,Bangalore,Economy
2022-01-25,Mumbai,Election
2021-02-17,Mumbai,Natural Calamity
2020-10-16,Mumbai,Economy
2020-07-07,Mumbai,Economy
2022-03-14,Hyderabad,Economy
2021-07-15,Mumbai,Health
2022-06-27,Delhi,Health
2021-06-10,Mumbai,Economy
2021-08-09,Delhi,Economy
2022-08-12,Delhi,Election
2020-12-21,Bangalore,Natural Calamity
2019-12-11,Mumbai,Economy
2021-07-20,Delhi,Health
2020-07-27,Delhi,Health
2022-05-28,Delhi,Natural Calamity
1972-04-16,Mumbai,Social Issues
2019-07-16,Pune,Election
2018-02-17,Bangalore,Economy
2021-11-15,Mumbai,Natural Calamity
2020-01-01,Delhi,Economy
2021-08-07,Delhi,Health
2022-01-14,Kolkata,Social Issues
2021-05-25,Bangalore,Economy
2021-05-27,Bangalore,Natural Calamity
2021-08-28,Kolkata,Health
2022-10-18,Kolkata,Election
2020-08-05,Lucknow,Economy
2021-12-18,Hyderabad,Economy
2019-02-06,Hyderabad,Economy
2022-01-15,Delhi,Natural Calamity
2015-05-21,Mumbai,Economy
2019-03-08,Mumbai,Economy
2021-12-06,Pune,Election
2018-06-28,Delhi,Election
2022-03-09,Hyderabad,Health
2021-01-14,Mumbai,Natural Calamity
2019-04-19,Delhi,Economy
2017-11-25,Delhi,Economy
2022-05-01,Lucknow,Health
2018-08-01,Pune,Economy
1970-01-01,Chennai,Economy
2017-06-14,Delhi,Natural Calamity
2023-01-23,Bangalore,Economy
2020-10-14,Mumbai,Natural Calamity
2020-02-05,Chennai,Health
2023-02-22,Chennai,Natural Calamity
2014-04-04,Mumbai,Social Issues
2017-08-23,Mumbai,Social Issues
1997-06-20,Lucknow,Economy
2020-07-06,Delhi,Economy
2018-01-04,Hyderabad,Economy
